구,동,번지,본번,부번,단지명,평수,보증금,월세,계약기간,층,건축년도,도로명,계약구분,계약년월,계약일
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,3000,51,1,10,2019,마곡동로10길 23,-,202105,5
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,8,10000,47,1,6,2019,마곡동로10길 23,-,202105,22
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,1000,60,1,7,2019,마곡동로10길 23,-,202105,24
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,10,1000,105,1,11,2019,마곡동로10길 23,신규,202106,2
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,8,1000,73,1,8,2019,마곡동로10길 23,신규,202106,3
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,3700,43,1,3,2019,마곡동로10길 23,신규,202106,9
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,100,60,0,11,2019,마곡동로10길 23,-,202106,10
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,1000,60,1,12,2019,마곡동로10길 23,신규,202106,12
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,8,1000,75,1,10,2019,마곡동로10길 23,신규,202106,14
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,5000,45,1,7,2019,마곡동로10길 23,신규,202106,18
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,10000,24,1,3,2019,마곡동로10길 23,신규,202106,26
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,3500,56,1,11,2019,마곡동로10길 23,신규,202107,3
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,1000,60,1,10,2019,마곡동로10길 23,신규,202107,8
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,5000,42,1,14,2019,마곡동로10길 23,갱신,202107,8
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,10000,29,1,3,2019,마곡동로10길 23,신규,202107,13
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,500,65,1,3,2019,마곡동로10길 23,신규,202107,17
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,8,1000,73,1,8,2019,마곡동로10길 23,갱신,202107,26
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,8,1000,74,1,7,2019,마곡동로10길 23,신규,202107,30
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,500,60,1,9,2019,마곡동로10길 23,신규,202107,30
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,10,5000,78,1,8,2019,마곡동로10길 23,신규,202107,30
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,2000,58,1,6,2019,마곡동로10길 23,신규,202107,31
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,1000,61,1,10,2019,마곡동로10길 23,갱신,202107,31
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,1000,64,1,5,2019,마곡동로10길 23,-,202108,11
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,1000,63,1,5,2019,마곡동로10길 23,갱신,202108,14
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,10,13200,60,1,4,2019,마곡동로10길 23,갱신,202108,17
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,13620,10,1,11,2019,마곡동로10길 23,-,202108,17
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,100,70,0,7,2019,마곡동로10길 23,-,202108,19
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,10,10000,21,1,8,2019,마곡동로10길 23,갱신,202109,8
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,1000,54,1,3,2019,마곡동로10길 23,갱신,202109,10
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,1000,70,1,3,2019,마곡동로10길 23,신규,202109,11
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,500,60,1,3,2019,마곡동로10길 23,-,202109,17
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,6,1000,60,1,4,2019,마곡동로10길 23,신규,202109,23
강서구,마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,8,1000,75,1,14,2019,마곡동로10길 23,신규,202110,7
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,57,1,9,2015,마곡서1로 115-1,-,202105,14
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,3000,49,1,9,2015,마곡서1로 115-1,-,202105,27
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,47,1,6,2015,마곡서1로 115-1,-,202105,29
강서구,마곡동,739-4,739,4,마곡 헤리움1차,8,2000,63,1,8,2015,마곡서1로 115-1,신규,202106,1
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,38,1,5,2015,마곡서1로 115-1,신규,202106,10
강서구,마곡동,739-4,739,4,마곡 헤리움1차,8,1000,66,1,9,2015,마곡서1로 115-1,신규,202106,12
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,500,55,1,13,2015,마곡서1로 115-1,신규,202106,14
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,8000,30,2,13,2015,마곡서1로 115-1,신규,202106,24
강서구,마곡동,739-4,739,4,마곡 헤리움1차,8,10000,35,1,9,2015,마곡서1로 115-1,신규,202106,28
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,3200,37,1,7,2015,마곡서1로 115-1,갱신,202106,30
강서구,마곡동,739-4,739,4,마곡 헤리움1차,8,3000,62,1,10,2015,마곡서1로 115-1,신규,202107,1
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,55,1,9,2015,마곡서1로 115-1,신규,202107,1
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,4100,45,1,8,2015,마곡서1로 115-1,갱신,202107,2
강서구,마곡동,739-4,739,4,마곡 헤리움1차,8,500,69,1,8,2015,마곡서1로 115-1,갱신,202107,5
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,55,1,6,2015,마곡서1로 115-1,신규,202107,5
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,55,1,11,2015,마곡서1로 115-1,신규,202107,8
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,53,1,4,2015,마곡서1로 115-1,-,202107,10
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,2000,48,1,14,2015,마곡서1로 115-1,갱신,202107,17
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,53,1,11,2015,마곡서1로 115-1,신규,202107,17
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,53,1,13,2015,마곡서1로 115-1,신규,202107,24
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,53,1,11,2015,마곡서1로 115-1,갱신,202107,26
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,3000,58,1,6,2015,마곡서1로 115-1,신규,202107,26
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,500,55,1,5,2015,마곡서1로 115-1,신규,202107,26
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,54,1,13,2015,마곡서1로 115-1,신규,202107,29
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,54,1,10,2015,마곡서1로 115-1,신규,202107,31
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,56,1,13,2015,마곡서1로 115-1,갱신,202107,31
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,500,55,1,5,2015,마곡서1로 115-1,신규,202108,5
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,53,1,4,2015,마곡서1로 115-1,신규,202108,12
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,3000,50,1,14,2015,마곡서1로 115-1,신규,202108,16
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,2000,51,1,8,2015,마곡서1로 115-1,갱신,202108,19
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,500,56,2,12,2015,마곡서1로 115-1,신규,202108,20
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,54,1,8,2015,마곡서1로 115-1,갱신,202108,20
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,56,2,9,2015,마곡서1로 115-1,신규,202108,24
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,56,1,7,2015,마곡서1로 115-1,신규,202108,29
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,55,1,9,2015,마곡서1로 115-1,갱신,202108,31
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,16000,2,2,5,2015,마곡서1로 115-1,신규,202109,3
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,55,1,7,2015,마곡서1로 115-1,신규,202109,9
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,55,1,10,2015,마곡서1로 115-1,신규,202109,27
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,56,1,13,2015,마곡서1로 115-1,신규,202109,29
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,3000,48,0,8,2015,마곡서1로 115-1,신규,202109,30
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,55,1,8,2015,마곡서1로 115-1,신규,202110,2
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,3000,44,1,11,2015,마곡서1로 115-1,신규,202110,17
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1050,37,2,6,2015,마곡서1로 115-1,갱신,202111,3
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,51,1,5,2015,마곡서1로 115-1,신규,202111,4
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,8000,40,1,10,2015,마곡서1로 115-1,신규,202111,6
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,8000,30,2,9,2015,마곡서1로 115-1,신규,202111,16
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,1000,54,1,6,2015,마곡서1로 115-1,신규,202111,24
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,2000,60,1,10,2015,마곡서1로 115-1,신규,202112,6
강서구,마곡동,739-4,739,4,마곡 헤리움1차,8,1000,70,1,6,2015,마곡서1로 115-1,신규,202112,30
강서구,마곡동,739-4,739,4,마곡 헤리움1차,7,500,58,1,4,2015,마곡서1로 115-1,신규,202112,31
강서구,마곡동,784,784,0,마곡경동미르웰,5,500,48,1,8,2015, ,-,202101,30
강서구,마곡동,784,784,0,마곡경동미르웰,5,2000,42,1,5,2015, ,갱신,202106,2
강서구,마곡동,784,784,0,마곡경동미르웰,5,3700,32,1,3,2015, ,-,202106,14
강서구,마곡동,784,784,0,마곡경동미르웰,5,500,49,1,10,2015, ,신규,202106,30
강서구,마곡동,784,784,0,마곡경동미르웰,5,2000,42,1,7,2015, ,신규,202107,12
강서구,마곡동,784,784,0,마곡경동미르웰,5,3000,36,0,3,2015, ,-,202107,13
강서구,마곡동,784,784,0,마곡경동미르웰,5,300,49,1,7,2015, ,신규,202107,21
강서구,마곡동,784,784,0,마곡경동미르웰,5,2000,42,1,5,2015, ,신규,202107,31
강서구,마곡동,784,784,0,마곡경동미르웰,5,4000,30,1,6,2015, ,-,202108,11
강서구,마곡동,784,784,0,마곡경동미르웰,5,2000,48,1,5,2015, ,신규,202108,14
강서구,마곡동,784,784,0,마곡경동미르웰,7,1000,60,1,8,2015, ,갱신,202108,17
강서구,마곡동,784,784,0,마곡경동미르웰,5,3000,39,1,7,2015, ,갱신,202108,20
강서구,마곡동,784,784,0,마곡경동미르웰,5,300,50,1,9,2015, ,신규,202108,24
강서구,마곡동,784,784,0,마곡경동미르웰,5,2000,44,1,5,2015, ,-,202108,26
강서구,마곡동,784,784,0,마곡경동미르웰,5,500,53,1,4,2015, ,-,202110,23
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,8,2017, ,-,202103,13
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3000,49,1,5,2017, ,-,202104,10
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,10000,37,1,9,2017, ,-,202104,10
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3700,42,1,7,2017, ,-,202104,15
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,59,1,11,2017, ,-,202104,22
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,5,2017, ,-,202105,1
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1500,48,1,10,2017, ,-,202105,7
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,58,1,4,2017, ,-,202105,12
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,45,1,3,2017, ,-,202105,15
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,58,1,10,2017, ,-,202105,15
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,65,0,8,2017, ,-,202105,18
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,59,1,10,2017, ,-,202105,21
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,9,5000,56,1,5,2017, ,-,202105,22
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,55,1,12,2017, ,-,202105,22
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,10000,9,1,11,2017, ,-,202105,26
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,50,1,13,2017, ,-,202105,26
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,53,1,3,2017, ,-,202105,27
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,7,2017, ,-,202105,27
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,9,6500,63,1,9,2017, ,-,202105,28
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,12,3000,114,1,9,2017, ,-,202105,31
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,55,1,12,2017, ,-,202105,31
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,58,1,13,2017, ,신규,202106,2
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,53,1,9,2017, ,갱신,202106,5
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,2000,50,1,14,2017, ,-,202106,10
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,2989,32,1,8,2017, ,갱신,202106,10
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,2000,53,1,10,2017, ,신규,202106,11
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,2000,56,1,12,2017, ,신규,202106,12
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,7,2017, ,신규,202106,12
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,60,1,7,2017, ,신규,202106,12
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,55,1,7,2017, ,갱신,202106,14
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,55,1,8,2017, ,갱신,202106,16
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,56,1,3,2017, ,갱신,202106,18
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3000,48,1,8,2017, ,신규,202106,18
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,59,1,12,2017, ,신규,202106,18
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,55,1,7,2017, ,신규,202106,19
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3000,55,1,8,2017, ,신규,202106,19
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,65,1,11,2017, ,신규,202106,19
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,8,2017, ,신규,202106,24
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,44,1,8,2017, ,갱신,202106,25
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,49,1,12,2017, ,갱신,202106,25
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,12,3000,126,1,14,2017, ,신규,202106,25
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,49,1,10,2017, ,-,202106,26
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,59,0,3,2017, ,-,202106,28
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,9,1000,100,1,9,2017, ,신규,202106,28
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,59,1,14,2017, ,신규,202106,30
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,9,1000,100,1,7,2017, ,신규,202106,30
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,5,2017, ,신규,202107,1
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,51,1,12,2017, ,갱신,202107,1
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,61,1,14,2017, ,갱신,202107,1
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,65,1,3,2017, ,신규,202107,2
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,50,1,14,2017, ,갱신,202107,5
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,9,2017, ,신규,202107,6
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,10000,32,1,14,2017, ,신규,202107,9
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,7000,42,1,11,2017, ,신규,202107,10
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,60,1,7,2017, ,신규,202107,10
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,43,1,6,2017, ,신규,202107,10
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,50,1,9,2017, ,신규,202107,10
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,55,1,11,2017, ,갱신,202107,12
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,62,1,12,2017, ,신규,202107,12
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,525,46,1,3,2017, ,갱신,202107,12
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,60,1,14,2017, ,신규,202107,14
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,62,1,4,2017, ,-,202107,16
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,5000,43,1,13,2017, ,-,202107,17
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,59,1,9,2017, ,-,202107,17
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,55,1,10,2017, ,신규,202107,17
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,63,1,10,2017, ,신규,202107,20
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,9,1000,95,1,10,2017, ,신규,202107,21
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,58,1,3,2017, ,신규,202107,22
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,5000,44,1,7,2017, ,신규,202107,23
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,9400,11,1,11,2017, ,갱신,202107,26
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,49,1,8,2017, ,갱신,202107,26
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,4500,35,1,10,2017, ,-,202107,30
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,6,2017, ,-,202107,31
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,59,1,10,2017, ,갱신,202107,31
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1500,53,1,3,2017, ,신규,202108,2
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,70,1,10,2017, ,신규,202108,4
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,13,2017, ,신규,202108,5
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3700,50,1,8,2017, ,신규,202108,6
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,65,1,14,2017, ,신규,202108,6
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,61,1,4,2017, ,신규,202108,7
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,44,1,10,2017, ,갱신,202108,9
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,12,3000,115,1,9,2017, ,갱신,202108,13
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,57,1,13,2017, ,신규,202108,14
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3100,30,1,9,2017, ,-,202108,14
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,13,2017, ,신규,202108,16
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,300,60,1,3,2017, ,신규,202108,17
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,65,1,13,2017, ,신규,202108,17
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,600,60,1,3,2017, ,신규,202108,17
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,60,1,10,2017, ,신규,202108,21
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,62,1,14,2017, ,신규,202108,23
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,60,1,4,2017, ,신규,202108,23
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,65,1,10,2017, ,신규,202108,24
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,8000,7,2,4,2017, ,신규,202108,25
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,70,1,13,2017, ,갱신,202108,28
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,60,1,6,2017, ,신규,202109,6
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3400,51,0,6,2017, ,-,202109,9
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,60,1,10,2017, ,신규,202109,11
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,63,1,8,2017, ,-,202109,15
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,11,2017, ,갱신,202109,18
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,5000,27,1,11,2017, ,-,202109,25
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,63,1,12,2017, ,갱신,202110,11
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,14330,3,1,10,2017, ,-,202110,14
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,65,1,8,2017, ,신규,202110,16
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,58,1,10,2017, ,갱신,202110,19
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,70,1,12,2017, ,신규,202110,23
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,40,1,8,2017, ,갱신,202110,24
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,55,1,4,2017, ,신규,202110,25
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,10000,29,1,10,2017, ,신규,202110,27
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3500,59,1,13,2017, ,신규,202110,28
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,55,1,6,2017, ,갱신,202111,1
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,60,1,10,2017, ,신규,202111,5
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,10000,40,1,12,2017, ,신규,202111,15
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,65,1,9,2017, ,신규,202111,16
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,60,1,4,2017, ,신규,202111,22
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,500,58,1,10,2017, ,신규,202111,24
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1200,63,1,4,2017, ,신규,202111,27
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3500,50,0,6,2017, ,갱신,202112,1
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,1000,60,1,9,2017, ,신규,202112,9
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,9,1000,88,1,11,2017, ,신규,202112,17
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,6,3000,48,1,5,2017, ,신규,202112,26
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,9,1000,95,1,6,2017, ,신규,202112,28
강서구,마곡동,760,760,0,마곡나루역보타닉푸르지오시티,9,16960,15,2,10,2017, ,갱신,202112,28
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,1000,53,1,14,2016,마곡중앙로 161-1,-,202103,25
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,9,1000,80,1,5,2016,마곡중앙로 161-1,-,202105,11
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,1000,65,1,5,2016,마곡중앙로 161-1,신규,202106,7
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,1000,63,1,9,2016,마곡중앙로 161-1,신규,202106,9
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,6000,47,1,7,2016,마곡중앙로 161-1,신규,202106,17
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,500,61,1,5,2016,마곡중앙로 161-1,신규,202106,19
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,500,61,1,5,2016,마곡중앙로 161-1,갱신,202106,21
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,1000,63,1,10,2016,마곡중앙로 161-1,신규,202106,21
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,500,61,1,10,2016,마곡중앙로 161-1,신규,202106,26
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,1000,61,1,10,2016,마곡중앙로 161-1,갱신,202106,26
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,500,58,1,7,2016,마곡중앙로 161-1,갱신,202106,26
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,5000,42,1,14,2016,마곡중앙로 161-1,갱신,202106,30
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,2000,64,1,6,2016,마곡중앙로 161-1,신규,202107,5
강서구,마곡동,760-2,760,2,마곡나루역캐슬파크,7,1000,68,1,5,2016,마곡중앙로 161-1,신규,202107,7
