구,동,번지,본번,부번,단지명,평수,보증금,월세,계약기간,층,건축년도,도로명,계약구분,계약년월,계약일
강남구,개포동,1237-3,1237,3,(1237-3),9,5000,70,1,4,2020,논현로20길 12,-,202104,3
강남구,개포동,1237-3,1237,3,(1237-3),9,3000,80,1,5,2020,논현로20길 12,-,202107,12
강남구,개포동,1237-3,1237,3,(1237-3),9,5000,70,1,2,2020,논현로20길 12,신규,202109,30
강남구,개포동,3월 13일,13,3,대청타워,9,1000,65,1,9,1997,개포로 623,-,202106,4
강남구,개포동,3월 13일,13,3,대청타워,9,100,62,1,12,1997,개포로 623,신규,202106,12
강남구,개포동,3월 13일,13,3,대청타워,9,1000,70,1,10,1997,개포로 623,신규,202106,23
강남구,개포동,3월 13일,13,3,대청타워,10,1000,65,2,9,1997,개포로 623,갱신,202106,30
강남구,개포동,3월 13일,13,3,대청타워,11,5000,55,1,21,1997,개포로 623,신규,202107,10
강남구,개포동,3월 13일,13,3,대청타워,9,500,65,2,7,1997,개포로 623,신규,202108,17
강남구,개포동,3월 13일,13,3,대청타워,9,2000,60,1,5,1997,개포로 623,신규,202109,1
강남구,개포동,3월 13일,13,3,대청타워,9,1000,63,0,16,1997,개포로 623,신규,202109,1
강남구,개포동,3월 13일,13,3,대청타워,9,1000,55,1,9,1997,개포로 623,신규,202109,2
강남구,개포동,3월 13일,13,3,대청타워,9,500,65,1,22,1997,개포로 623,신규,202109,14
강남구,개포동,3월 13일,13,3,대청타워,9,500,65,1,14,1997,개포로 623,신규,202110,1
강남구,개포동,3월 13일,13,3,대청타워,9,500,65,2,6,1997,개포로 623,신규,202110,20
강남구,개포동,1236-4,1236,4,디오빌,6,1000,60,2,4,2005,논현로18길 10-10,-,202106,7
강남구,개포동,186-13,186,13,메트하임,6,1000,90,1,15,2018,개포로 504,신규,202109,25
강남구,개포동,186-13,186,13,메트하임,6,5000,70,1,9,2018,개포로 504,신규,202109,25
강남구,개포동,186-13,186,13,메트하임,6,1000,94,1,16,2018,개포로 504,-,202110,6
강남구,개포동,186-13,186,13,메트하임,6,1000,89,1,16,2018,개포로 504,신규,202110,6
강남구,개포동,1229-10,1229,10,하우징허브럭스,18,2000,115,1,6,2017,논현로 72,갱신,202106,7
강남구,개포동,1229-10,1229,10,하우징허브럭스,17,15000,140,2,2,2017,논현로 72,-,202108,26
강남구,논현동,128-6,128,6,N168,7,1000,115,1,9,2021,학동로 168,-,202109,6
강남구,논현동,241-1,241,1,강남파라곤,22,5000,215,2,14,2007,학동로 338,-,202106,19
강남구,논현동,241-1,241,1,강남파라곤,14,2000,210,1,19,2007,학동로 338,신규,202110,4
강남구,논현동,225-6,225,6,논현 아이파크,8,2000,150,2,9,2020,언주로 615,신규,202108,13
강남구,논현동,225-6,225,6,논현 아이파크,8,20000,80,2,2,2020,언주로 615,-,202109,16
강남구,논현동,6월 21일,6,21,세양 APEX-TOWER,12,1000,85,2,4,2003,도산대로 158,신규,202111,18
강남구,논현동,277-36,277,36,이안 논현,26,15000,250,2,8,2006,봉은사로 307,-,202106,7
강남구,논현동,192-15,192,15,휴먼스페이스주상복합,11,2000,120,1,5,2003,논현로111길 3,-,202107,20
강남구,대치동,945-29,945,29,CO-OP Residence/삼성역,4,300,60,1,4,2004,테헤란로92길 13,신규,202107,3
강남구,대치동,945-29,945,29,CO-OP Residence/삼성역,4,400,58,1,8,2004,테헤란로92길 13,신규,202107,22
강남구,대치동,945-29,945,29,CO-OP Residence/삼성역,4,300,58,1,8,2004,테헤란로92길 13,신규,202108,9
강남구,대치동,945-29,945,29,CO-OP Residence/삼성역,4,300,60,1,6,2004,테헤란로92길 13,신규,202108,9
강남구,대치동,945-29,945,29,CO-OP Residence/삼성역,4,500,56,1,10,2004,테헤란로92길 13,신규,202112,15
강남구,대치동,945-29,945,29,CO-OP Residence/삼성역,4,300,60,0,2,2004,테헤란로92길 13,신규,202112,31
강남구,대치동,622-1,622,1,대치 클래시아,6,1000,125,1,7,2015,남부순환로 2927,-,202102,15
강남구,대치동,622-1,622,1,대치 클래시아,9,3000,161,1,12,2015,남부순환로 2927,-,202105,22
강남구,대치동,622-1,622,1,대치 클래시아,6,1000,125,1,7,2015,남부순환로 2927,신규,202107,1
강남구,대치동,622-1,622,1,대치 클래시아,6,1000,126,1,10,2015,남부순환로 2927,-,202107,22
강남구,대치동,622-1,622,1,대치 클래시아,9,3000,180,0,12,2015,남부순환로 2927,신규,202109,25
강남구,대치동,622-1,622,1,대치 클래시아,6,1000,136,1,10,2015,남부순환로 2927,신규,202111,10
강남구,대치동,622-1,622,1,대치 클래시아,6,1000,126,1,11,2015,남부순환로 2927,신규,202112,3
강남구,대치동,622-1,622,1,대치 클래시아,6,1000,130,1,7,2015,남부순환로 2927,신규,202112,29
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,9,4000,165,1,12,2019,영동대로85길 20,-,202105,12
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,6,1000,95,1,7,2019,영동대로85길 20,-,202105,27
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,6,1000,94,1,13,2019,영동대로85길 20,-,202106,1
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,6,1000,100,1,8,2019,영동대로85길 20,-,202106,3
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,6,10000,65,1,13,2019,영동대로85길 20,-,202106,4
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,6,1000,105,1,12,2019,영동대로85길 20,신규,202109,3
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,6,5000,83,1,12,2019,영동대로85길 20,갱신,202109,6
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,9,15000,106,1,5,2019,영동대로85길 20,신규,202109,10
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,6,2000,91,1,8,2019,영동대로85길 20,신규,202111,15
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,6,1000,89,1,12,2019,영동대로85길 20,신규,202112,10
강남구,대치동,945-20,945,20,대치3차 아이파크 오피스텔,6,3000,89,1,5,2019,영동대로85길 20,신규,202112,18
강남구,대치동,891-23,891,23,대치동 대우아이빌 명문가,10,5000,60,1,3,2004,선릉로90길 56,신규,202111,16
강남구,대치동,891-26,891,26,대치동대우아이빌멤버스,10,2000,85,2,5,2003,삼성로85길 42,-,202107,9
강남구,대치동,891-38,891,38,대치트레비스타 101동,5,1000,84,1,6,2020,선릉로90길 68,신규,202107,10
강남구,대치동,891-63,891,63,대치트레비스타 102동,5,15000,30,1,8,2020,선릉로90길 66,신규,202107,20
강남구,대치동,891-63,891,63,대치트레비스타 102동,5,8000,52,1,6,2020,선릉로90길 66,신규,202108,21
강남구,대치동,891-63,891,63,대치트레비스타 102동,5,1000,85,1,8,2020,선릉로90길 66,-,202110,14
강남구,대치동,891-63,891,63,대치트레비스타 102동,5,4500,50,1,2,2020,선릉로90길 66,신규,202111,19
강남구,대치동,938,938,0,삼환 아르누보2,7,1000,102,1,6,2004,도곡로 405,신규,202112,10
강남구,대치동,890-59,890,59,선릉역 롯데골드로즈2,10,1000,89,1,12,2004,선릉로86길 31,-,202107,9
강남구,대치동,890-59,890,59,선릉역 롯데골드로즈2,13,1500,110,0,17,2004,선릉로86길 31,-,202107,19
강남구,대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,9,1000,75,1,8,2003,테헤란로64길 8,-,202107,19
강남구,대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,9,1000,70,1,12,2003,테헤란로64길 8,신규,202108,6
강남구,대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,9,19000,5,2,8,2003,테헤란로64길 8,신규,202111,4
강남구,대치동,890-49,890,49,선릉역대우아이빌,9,1000,88,0,6,2004,테헤란로64길 9,-,202108,23
강남구,대치동,890-49,890,49,선릉역대우아이빌,9,1000,70,1,1,2004,테헤란로64길 9,-,202110,9
강남구,대치동,943-24,943,24,신안메트로칸,9,7000,52,1,16,2004,테헤란로88길 10,-,202105,26
강남구,대치동,943-24,943,24,신안메트로칸,8,1000,68,1,3,2004,테헤란로88길 10,-,202105,31
강남구,대치동,943-24,943,24,신안메트로칸,8,1000,75,1,8,2004,테헤란로88길 10,신규,202106,23
강남구,대치동,943-24,943,24,신안메트로칸,9,1000,75,1,17,2004,테헤란로88길 10,-,202107,13
강남구,대치동,943-24,943,24,신안메트로칸,8,500,75,0,14,2004,테헤란로88길 10,신규,202109,16
강남구,대치동,943-24,943,24,신안메트로칸,8,10000,30,1,16,2004,테헤란로88길 10,-,202110,12
강남구,대치동,910-2,910,2,쌔씨죤,25,300,50,1,6,2004,역삼로 432,-,202103,30
강남구,대치동,910-2,910,2,쌔씨죤,20,30000,150,2,8,2004,역삼로 432,-,202108,20
강남구,도곡동,168,168,0,에스케이리더스뷰,42,100000,140,2,8,2005,남부순환로 2763,-,202105,8
강남구,도곡동,168,168,0,에스케이리더스뷰,49,10000,450,2,10,2005,남부순환로 2763,갱신,202110,12
강남구,도곡동,168,168,0,에스케이리더스뷰,42,10000,379,2,20,2005,남부순환로 2763,갱신,202110,16
강남구,도곡동,467,467,0,타워팰리스(467-0),26,59000,200,2,12,2002,언주로30길 56,-,202105,10
강남구,도곡동,467,467,0,타워팰리스(467-0),43,80000,176,0,11,2002,언주로30길 56,갱신,202106,15
강남구,도곡동,467,467,0,타워팰리스(467-0),26,10000,295,2,9,2002,언주로30길 56,갱신,202107,16
강남구,도곡동,467-19,467,19,현대비젼21,18,40000,70,2,7,1999,언주로30길 10,신규,202108,2
강남구,삼성동,142-3,142,3,LG선릉에클라트B,12,9000,65,2,6,2004,테헤란로63길 12,-,202105,21
강남구,삼성동,142-3,142,3,LG선릉에클라트B,16,2000,168,1,7,2004,테헤란로63길 12,신규,202106,25
강남구,삼성동,142-3,142,3,LG선릉에클라트B,12,1000,90,1,3,2004,테헤란로63길 12,-,202109,3
강남구,삼성동,142-3,142,3,LG선릉에클라트B,12,1000,90,1,6,2004,테헤란로63길 12,신규,202109,11
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,6,3000,84,0,6,2019,테헤란로63길 9,-,202105,24
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,14,5000,250,1,16,2019,테헤란로63길 9,신규,202106,10
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,6,1500,93,1,14,2019,테헤란로63길 9,-,202107,27
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,6,500,94,1,8,2019,테헤란로63길 9,갱신,202109,4
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,6,12000,43,1,3,2019,테헤란로63길 9,-,202109,7
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,6,1000,113,1,12,2019,테헤란로63길 9,신규,202110,12
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,6,10000,48,1,9,2019,테헤란로63길 9,-,202110,15
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,6,6000,78,1,4,2019,테헤란로63길 9,-,202110,16
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,6,1000,109,1,6,2019,테헤란로63길 9,-,202110,22
강남구,삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,12,3000,230,1,17,2019,테헤란로63길 9,신규,202112,7
강남구,삼성동,113-4,113,4,삼성동 파크엘나인,8,2000,170,1,10,2021,봉은사로 426,신규,202108,19
강남구,삼성동,113-4,113,4,삼성동 파크엘나인,8,2000,130,1,3,2021,봉은사로 426,신규,202110,11
강남구,삼성동,113-4,113,4,삼성동 파크엘나인,8,3000,180,2,6,2021,봉은사로 426,신규,202111,30
강남구,삼성동,158-4,158,4,삼성역 두산위브센티움,7,1000,70,2,11,2003,테헤란로83길 14,신규,202108,7
강남구,삼성동,158-4,158,4,삼성역 두산위브센티움,7,1000,65,1,8,2003,테헤란로83길 14,신규,202108,19
강남구,삼성동,158-4,158,4,삼성역 두산위브센티움,7,1000,68,1,12,2003,테헤란로83길 14,신규,202109,17
강남구,삼성동,158-4,158,4,삼성역 두산위브센티움,7,1000,70,1,2,2003,테헤란로83길 14,신규,202110,26
강남구,삼성동,44-16,44,16,아르헤 타워,11,2000,170,4,11,2016,봉은사로 447,신규,202106,9
강남구,삼성동,44-16,44,16,아르헤 타워,11,2000,178,1,7,2016,봉은사로 447,신규,202106,16
강남구,삼성동,Aug.75,75,8,우림보보카운티 오피스텔,8,1000,74,2,1,2004,봉은사로 507,갱신,202107,10
강남구,삼성동,Aug.75,75,8,우림보보카운티 오피스텔,8,1000,67,1,4,2004,봉은사로 507,신규,202110,15
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,8,1000,130,1,7,2014,영동대로 647,신규,202106,3
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,7,1000,120,1,13,2014,영동대로 647,신규,202107,19
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,7,1000,110,0,6,2014,영동대로 647,신규,202107,23
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,7,1000,98,1,8,2014,영동대로 647,-,202107,30
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,8,20000,40,1,9,2014,영동대로 647,갱신,202108,3
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,8,15000,55,2,11,2014,영동대로 647,신규,202108,6
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,8,1000,130,1,13,2014,영동대로 647,신규,202108,6
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,7,1000,120,1,13,2014,영동대로 647,신규,202109,3
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,8,5000,110,1,11,2014,영동대로 647,신규,202109,27
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,7,1000,125,1,13,2014,영동대로 647,신규,202110,19
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,7,1000,120,1,18,2014,영동대로 647,신규,202110,20
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,7,1000,160,1,20,2014,영동대로 647,신규,202110,20
강남구,삼성동,Feb.58,58,2,청담역 푸르지오시티,8,3000,150,1,17,2014,영동대로 647,신규,202111,5
강남구,삼성동,113-6,113,6,한흥 삼성오피스텔,9,10000,75,1,4,2015, ,-,202105,28
강남구,삼성동,113-6,113,6,한흥 삼성오피스텔,5,1000,85,1,11,2015, ,신규,202106,7
강남구,삼성동,113-6,113,6,한흥 삼성오피스텔,5,5000,60,1,4,2015, ,신규,202106,30
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,5,500,80,1,10,2019,테헤란로83길 19,신규,202106,10
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,6,10000,64,1,7,2019,테헤란로83길 19,-,202106,17
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,7,2000,155,2,16,2019,테헤란로83길 19,신규,202107,21
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,9,2000,167,1,14,2019,테헤란로83길 19,신규,202107,23
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,5,5000,68,1,9,2019,테헤란로83길 19,신규,202108,3
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,6,1500,93,1,12,2019,테헤란로83길 19,신규,202108,3
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,6,5000,80,1,9,2019,테헤란로83길 19,신규,202108,14
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,5,20000,13,2,7,2019,테헤란로83길 19,갱신,202108,17
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,5,5000,68,1,6,2019,테헤란로83길 19,신규,202108,20
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,5,10000,45,0,4,2019,테헤란로83길 19,신규,202109,15
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,5,3000,73,1,5,2019,테헤란로83길 19,신규,202110,8
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,6,2000,110,1,9,2019,테헤란로83길 19,신규,202110,22
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,5,5000,68,1,9,2019,테헤란로83길 19,신규,202111,4
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,6,1000,96,1,2,2019,테헤란로83길 19,신규,202112,8
강남구,삼성동,157-14,157,14,현대썬앤빌 삼성역,5,2000,80,1,8,2019,테헤란로83길 19,신규,202112,13
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,10,1000,87,1,2,2018, ,-,202105,15
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,12,3000,100,1,8,2018, ,신규,202106,26
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,10,13000,50,2,3,2018, ,신규,202107,3
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,10,1000,107,0,7,2018, ,신규,202107,7
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,14,2000,130,1,3,2018, ,신규,202107,9
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,8,1000,85,1,2,2018, ,신규,202107,10
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,6,3650,66,1,8,2018, ,갱신,202107,12
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,8,1000,84,1,2,2018, ,신규,202107,19
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,8,1000,90,2,2,2018, ,신규,202108,6
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,8,3000,83,1,6,2018, ,신규,202109,18
강남구,세곡동,616,616,0,강남 드림하이 오피스텔,8,1000,84,1,2,2018, ,신규,202111,30
강남구,세곡동,587,587,0,강남 지웰파인즈,7,1000,74,2,8,2016,헌릉로569길 9,-,202105,7
강남구,세곡동,587,587,0,강남 지웰파인즈,7,1000,74,1,7,2016,헌릉로569길 9,-,202105,19
강남구,세곡동,587,587,0,강남 지웰파인즈,7,19000,2,2,4,2016,헌릉로569길 9,신규,202110,21
강남구,세곡동,587,587,0,강남 지웰파인즈,7,1000,80,2,5,2016,헌릉로569길 9,신규,202111,4
강남구,세곡동,587,587,0,강남 지웰파인즈,7,1000,78,1,5,2016,헌릉로569길 9,신규,202111,18
강남구,세곡동,587,587,0,강남 지웰파인즈,7,1000,72,0,7,2016,헌릉로569길 9,갱신,202111,20
강남구,세곡동,586,586,0,강남투엠캐슬,9,100,41,2,2,2019,헌릉로569길 3,신규,202106,28
강남구,세곡동,586,586,0,강남투엠캐슬,16,19541,24,2,3,2019,헌릉로569길 3,신규,202109,14
강남구,세곡동,586,586,0,강남투엠캐슬,17,19580,24,2,5,2019,헌릉로569길 3,신규,202109,14
강남구,세곡동,586,586,0,강남투엠캐슬,16,20139,24,2,6,2019,헌릉로569길 3,신규,202109,14
강남구,세곡동,586,586,0,강남투엠캐슬,16,16443,21,2,2,2019,헌릉로569길 3,신규,202109,14
강남구,세곡동,586,586,0,강남투엠캐슬,16,17591,22,2,6,2019,헌릉로569길 3,신규,202109,14
강남구,세곡동,590,590,0,라온프라이빗시티 강남,15,2000,125,1,5,2017, ,-,202104,2
강남구,세곡동,590,590,0,라온프라이빗시티 강남,17,2000,135,2,3,2017, ,신규,202106,22
강남구,세곡동,590,590,0,라온프라이빗시티 강남,15,17000,70,2,3,2017, ,신규,202107,3
강남구,세곡동,590,590,0,라온프라이빗시티 강남,15,8500,73,2,8,2017, ,신규,202111,16
강남구,세곡동,584,584,0,센트라빌,8,2000,95,1,7,2017, ,신규,202112,11
강남구,수서동,716,716,0,사이룩스,15,1000,110,1,13,2003,광평로 295,-,202105,11
강남구,수서동,716,716,0,사이룩스,10,1000,65,1,4,2003,광평로 295,-,202105,20
강남구,수서동,716,716,0,사이룩스,10,1000,70,1,14,2003,광평로 295,신규,202106,3
강남구,수서동,716,716,0,사이룩스,9,1000,63,1,10,2003,광평로 295,신규,202107,8
강남구,수서동,716,716,0,사이룩스,12,1000,85,1,16,2003,광평로 295,신규,202107,22
강남구,수서동,716,716,0,사이룩스,10,1000,65,1,16,2003,광평로 295,신규,202108,19
강남구,수서동,713,713,0,수서현대벤쳐빌,7,1000,53,1,17,2002,밤고개로1길 10,갱신,202111,1
강남구,수서동,713,713,0,수서현대벤쳐빌,9,1000,58,1,5,2002,밤고개로1길 10,갱신,202111,23
강남구,신사동,588-16,588,16,현대썬앤빌,5,7000,61,1,15,2015, ,갱신,202109,24
강남구,역삼동,677-4,677,4,	(677-4)	,8,7000,50,1,4,2012,언주로93길 25,신규,202106,8
강남구,역삼동,677-4,677,4,	(677-4)	,5,2000,56,1,9,2012,언주로93길 25,신규,202107,13
강남구,역삼동,677-4,677,4,	(677-4)	,5,1000,63,1,4,2012,언주로93길 25,신규,202109,6
강남구,역삼동,677-4,677,4,	(677-4)	,5,1000,60,1,9,2012,언주로93길 25,신규,202111,8
강남구,역삼동,677-4,677,4,	(677-4)	,5,5000,40,1,5,2012,언주로93길 25,신규,202111,11
강남구,역삼동,677-4,677,4,	(677-4)	,5,1000,58,1,4,2012,언주로93길 25,신규,202111,15
강남구,역삼동,677-4,677,4,	(677-4)	,5,2000,55,1,7,2012,언주로93길 25,신규,202112,2
강남구,역삼동,677-4,677,4,	(677-4)	,8,1000,80,1,6,2012,언주로93길 25,신규,202112,11
강남구,역삼동,707-9,707,9,(707-9),7,60,53,2,6,2020,언주로90길 26,-,202103,10
강남구,역삼동,707-9,707,9,(707-9),6,60,50,2,5,2020,언주로90길 26,-,202106,29
강남구,역삼동,707-9,707,9,(707-9),6,6060,20,2,4,2020,언주로90길 26,-,202107,13
강남구,역삼동,707-9,707,9,(707-9),6,60,50,2,4,2020,언주로90길 26,-,202108,11
강남구,역삼동,707-9,707,9,(707-9),7,60,53,2,2,2020,언주로90길 26,-,202109,7
강남구,역삼동,735-15,735,15,(735-15),6,500,70,3,3,2014,테헤란로14길 13,-,202108,15
강남구,역삼동,735-15,735,15,(735-15),6,500,68,1,6,2014,테헤란로14길 13,-,202108,17
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,130,1,2,2018,역삼로 106,-,202101,27
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,130,1,12,2018,역삼로 106,-,202103,24
강남구,역삼동,832-16,832,16,BIEL 106,6,2000,85,1,10,2018,역삼로 106,-,202104,24
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,120,1,8,2018,역삼로 106,-,202105,15
강남구,역삼동,832-16,832,16,BIEL 106,6,1000,98,1,7,2018,역삼로 106,-,202105,15
강남구,역삼동,832-16,832,16,BIEL 106,6,4500,41,1,9,2018,역삼로 106,-,202105,22
강남구,역삼동,832-16,832,16,BIEL 106,6,1000,97,1,10,2018,역삼로 106,-,202105,26
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,125,0,7,2018,역삼로 106,-,202106,15
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,126,1,13,2018,역삼로 106,신규,202106,21
강남구,역삼동,832-16,832,16,BIEL 106,8,10500,74,1,6,2018,역삼로 106,갱신,202106,29
강남구,역삼동,832-16,832,16,BIEL 106,8,1500,140,1,10,2018,역삼로 106,-,202107,23
강남구,역삼동,832-16,832,16,BIEL 106,6,300,130,0,5,2018,역삼로 106,-,202108,9
강남구,역삼동,832-16,832,16,BIEL 106,6,1000,98,1,11,2018,역삼로 106,-,202108,17
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,130,1,11,2018,역삼로 106,신규,202108,17
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,125,0,13,2018,역삼로 106,신규,202108,20
강남구,역삼동,832-16,832,16,BIEL 106,6,2000,93,1,5,2018,역삼로 106,신규,202109,3
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,125,0,15,2018,역삼로 106,-,202109,3
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,130,0,13,2018,역삼로 106,신규,202109,27
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,126,1,7,2018,역삼로 106,-,202109,29
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,125,0,9,2018,역삼로 106,-,202110,5
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,126,1,2,2018,역삼로 106,-,202110,23
강남구,역삼동,832-16,832,16,BIEL 106,6,1000,94,2,10,2018,역삼로 106,신규,202110,30
강남구,역삼동,832-16,832,16,BIEL 106,8,1000,130,1,11,2018,역삼로 106,신규,202112,16
강남구,역삼동,720-13,720,13,J tree타워,5,1000,100,1,6,2021,언주로89길 9,신규,202110,26
강남구,역삼동,720-22,720,22,amco square 720,9,20000,10,2,4,2011,언주로85길 14,신규,202108,13
강남구,역삼동,648-1,648,1,강남 IBC 오피스텔,8,1000,90,1,7,1987,테헤란로7길 8,-,202107,8
강남구,역삼동,648-1,648,1,강남 IBC 오피스텔,8,1000,90,1,4,1987,테헤란로7길 8,-,202107,19
강남구,역삼동,648-1,648,1,강남 IBC 오피스텔,8,1000,85,1,7,1987,테헤란로7길 8,-,202108,2
강남구,역삼동,648-1,648,1,강남 IBC 오피스텔,8,1000,90,1,5,1987,테헤란로7길 8,-,202108,9
강남구,역삼동,648-1,648,1,강남 IBC 오피스텔,7,5000,37,1,5,1987,테헤란로7길 8,-,202108,17
강남구,역삼동,648-1,648,1,강남 IBC 오피스텔,7,3000,46,1,7,1987,테헤란로7길 8,-,202110,7
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,2000,115,1,11,2021,봉은사로 170,-,202104,29
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,110,1,12,2021,봉은사로 170,-,202105,15
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,10000,80,1,14,2021,봉은사로 170,-,202105,20
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,100,1,7,2021,봉은사로 170,신규,202106,1
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,3000,90,1,11,2021,봉은사로 170,-,202106,3
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,10000,60,0,9,2021,봉은사로 170,신규,202106,8
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,500,110,0,16,2021,봉은사로 170,-,202106,9
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,4000,70,1,10,2021,봉은사로 170,신규,202106,10
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,100,1,2,2021,봉은사로 170,-,202106,12
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,3000,90,1,14,2021,봉은사로 170,-,202106,22
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,100,1,2,2021,봉은사로 170,신규,202106,26
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,5000,65,1,16,2021,봉은사로 170,신규,202106,28
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,6000,85,2,16,2021,봉은사로 170,신규,202106,30
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,110,110,0,3,2021,봉은사로 170,신규,202107,1
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,500,150,1,10,2021,봉은사로 170,신규,202107,6
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,10000,70,1,16,2021,봉은사로 170,신규,202107,8
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,3000,90,1,10,2021,봉은사로 170,-,202107,10
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,100,1,9,2021,봉은사로 170,신규,202107,16
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,100,0,7,2021,봉은사로 170,-,202107,19
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,95,1,8,2021,봉은사로 170,신규,202108,9
